LOCATION,INDICATOR,SUBJECT,MEASURE,FREQUENCY,TIME,Value,Flag Codes
NZL,POP,TOT,MLN_PER,A,1982,3.210645,
NZL,POP,TOT,MLN_PER,A,1983,3.24577,
NZL,POP,TOT,MLN_PER,A,1984,3.27885,
NZL,POP,TOT,MLN_PER,A,1985,3.29805,
NZL,POP,TOT,MLN_PER,A,1986,3.30831,
NZL,POP,TOT,MLN_PER,A,1987,3.327785,
NZL,POP,TOT,MLN_PER,A,1988,3.34368,
NZL,POP,TOT,MLN_PER,A,1989,3.357535,
NZL,POP,TOT,MLN_PER,A,1990,3.390085,
NZL,POP,TOT,MLN_PER,A,1991,3.4951,
NZL,POP,TOT,MLN_PER,A,1992,3.5317,
NZL,POP,TOT,MLN_PER,A,1993,3.5722,
NZL,POP,TOT,MLN_PER,A,1994,3.6201,
NZL,POP,TOT,MLN_PER,A,1995,3.6734,
NZL,POP,TOT,MLN_PER,A,1996,3.732,
NZL,POP,TOT,MLN_PER,A,1997,3.7813,
NZL,POP,TOT,MLN_PER,A,1998,3.815,
NZL,POP,TOT,MLN_PER,A,1999,3.8351,
NZL,POP,TOT,MLN_PER,A,2000,3.8577,
NZL,POP,TOT,MLN_PER,A,2001,3.8805,
NZL,POP,TOT,MLN_PER,A,2002,3.9485,
NZL,POP,TOT,MLN_PER,A,2003,4.0272,
NZL,POP,TOT,MLN_PER,A,2004,4.0875,
NZL,POP,TOT,MLN_PER,A,2005,4.1339,
NZL,POP,TOT,MLN_PER,A,2006,4.1846,
NZL,POP,TOT,MLN_PER,A,2007,4.2238,
NZL,POP,TOT,MLN_PER,A,2008,4.2598,
NZL,POP,TOT,MLN_PER,A,2009,4.3026,
NZL,POP,TOT,MLN_PER,A,2010,4.3507,
NZL,POP,TOT,MLN_PER,A,2011,4.384,
NZL,POP,TOT,MLN_PER,A,2012,4.4081,
NZL,POP,TOT,MLN_PER,A,2013,4.4421,
NZL,POP,TOT,MLN_PER,A,2014,4.5097,
NZL,POP,TOT,MLN_PER,A,2015,4.5957,
NZL,POP,TOT,MLN_PER,A,2016,4.6932,
NZL,POP,TOT,MLN_PER,A,2017,4.7939,
NZL,POP,TOT,MLN_PER,A,2018,4.8855,
NOR,POP,TOT,MLN_PER,A,1960,3.581241,
NOR,POP,TOT,MLN_PER,A,1961,3.609801,
NOR,POP,TOT,MLN_PER,A,1962,3.638921,
NOR,POP,TOT,MLN_PER,A,1963,3.666538,
NOR,POP,TOT,MLN_PER,A,1964,3.694339,
NOR,POP,TOT,MLN_PER,A,1965,3.723172,
NOR,POP,TOT,MLN_PER,A,1966,3.753013,
NOR,POP,TOT,MLN_PER,A,1967,3.784533,
NOR,POP,TOT,MLN_PER,A,1968,3.816488,
NOR,POP,TOT,MLN_PER,A,1969,3.84771,
NOR,POP,TOT,MLN_PER,A,1970,3.875757,
NOR,POP,TOT,MLN_PER,A,1971,3.903034,
NOR,POP,TOT,MLN_PER,A,1972,3.933001,
NOR,POP,TOT,MLN_PER,A,1973,3.960614,
NOR,POP,TOT,MLN_PER,A,1974,3.985262,
NOR,POP,TOT,MLN_PER,A,1975,4.007319,
NOR,POP,TOT,MLN_PER,A,1976,4.026151,
NOR,POP,TOT,MLN_PER,A,1977,4.043204,
NOR,POP,TOT,MLN_PER,A,1978,4.058674,
NOR,POP,TOT,MLN_PER,A,1979,4.072514,
NOR,POP,TOT,MLN_PER,A,1980,4.08562,
NOR,POP,TOT,MLN_PER,A,1981,4.099703,
NOR,POP,TOT,MLN_PER,A,1982,4.114786,
NOR,POP,TOT,MLN_PER,A,1983,4.128434,
NOR,POP,TOT,MLN_PER,A,1984,4.140098,
NOR,POP,TOT,MLN_PER,A,1985,4.152518,
NOR,POP,TOT,MLN_PER,A,1986,4.167357,
NOR,POP,TOT,MLN_PER,A,1987,4.186905,
NOR,POP,TOT,MLN_PER,A,1988,4.209489,
NOR,POP,TOT,MLN_PER,A,1989,4.226909,
NOR,POP,TOT,MLN_PER,A,1990,4.241476,
NOR,POP,TOT,MLN_PER,A,1991,4.261738,
NOR,POP,TOT,MLN_PER,A,1992,4.286397,
NOR,POP,TOT,MLN_PER,A,1993,4.311984,
NOR,POP,TOT,MLN_PER,A,1994,4.336614,
NOR,POP,TOT,MLN_PER,A,1995,4.359187,
NOR,POP,TOT,MLN_PER,A,1996,4.381339,
NOR,POP,TOT,MLN_PER,A,1997,4.405158,
NOR,POP,TOT,MLN_PER,A,1998,4.431465,
NOR,POP,TOT,MLN_PER,A,1999,4.461915,
NOR,POP,TOT,MLN_PER,A,2000,4.490973,
NOR,POP,TOT,MLN_PER,A,2001,4.513747,
NOR,POP,TOT,MLN_PER,A,2002,4.538157,
NOR,POP,TOT,MLN_PER,A,2003,4.564856,
NOR,POP,TOT,MLN_PER,A,2004,4.591909,
NOR,POP,TOT,MLN_PER,A,2005,4.623293,
NOR,POP,TOT,MLN_PER,A,2006,4.660673,
NOR,POP,TOT,MLN_PER,A,2007,4.709156,
NOR,POP,TOT,MLN_PER,A,2008,4.768215,
NOR,POP,TOT,MLN_PER,A,2009,4.828716,
NOR,POP,TOT,MLN_PER,A,2010,4.889253,
NOR,POP,TOT,MLN_PER,A,2011,4.953089,
NOR,POP,TOT,MLN_PER,A,2012,5.018574,
NOR,POP,TOT,MLN_PER,A,2013,5.080171,
NOR,POP,TOT,MLN_PER,A,2014,5.137427,
NOR,POP,TOT,MLN_PER,A,2015,5.189898,
NOR,POP,TOT,MLN_PER,A,2016,5.236152,
NOR,POP,TOT,MLN_PER,A,2017,5.276965,
NOR,POP,TOT,MLN_PER,A,2018,5.311916,
POL,POP,TOT,MLN_PER,A,1960,29.405729,
POL,POP,TOT,MLN_PER,A,1961,29.9653,
POL,POP,TOT,MLN_PER,A,1962,30.3239,
POL,POP,TOT,MLN_PER,A,1963,30.6909,
POL,POP,TOT,MLN_PER,A,1964,31.1612,
POL,POP,TOT,MLN_PER,A,1965,31.4959,
POL,POP,TOT,MLN_PER,A,1966,31.698,
POL,POP,TOT,MLN_PER,A,1967,31.9439,
POL,POP,TOT,MLN_PER,A,1968,32.3048,
POL,POP,TOT,MLN_PER,A,1969,32.5551,
POL,POP,TOT,MLN_PER,A,1970,32.64227,
POL,POP,TOT,MLN_PER,A,1971,32.7494,
POL,POP,TOT,MLN_PER,A,1972,33.068,
POL,POP,TOT,MLN_PER,A,1973,33.3627,
POL,POP,TOT,MLN_PER,A,1974,33.691008,
POL,POP,TOT,MLN_PER,A,1975,34.02213,
POL,POP,TOT,MLN_PER,A,1976,34.362133,
POL,POP,TOT,MLN_PER,A,1977,34.697576,
POL,POP,TOT,MLN_PER,A,1978,35.009862,
POL,POP,TOT,MLN_PER,A,1979,35.256645,
POL,POP,TOT,MLN_PER,A,1980,35.578019,
POL,POP,TOT,MLN_PER,A,1981,35.901961,
POL,POP,TOT,MLN_PER,A,1982,36.227381,
POL,POP,TOT,MLN_PER,A,1983,36.571418,
POL,POP,TOT,MLN_PER,A,1984,36.913515,
POL,POP,TOT,MLN_PER,A,1985,37.202981,
POL,POP,TOT,MLN_PER,A,1986,37.455681,
POL,POP,TOT,MLN_PER,A,1987,37.663756,
POL,POP,TOT,MLN_PER,A,1988,37.862063,
POL,POP,TOT,MLN_PER,A,1989,37.962808,
POL,POP,TOT,MLN_PER,A,1990,38.0305,
POL,POP,TOT,MLN_PER,A,1991,38.1085,
POL,POP,TOT,MLN_PER,A,1992,38.1735,
POL,POP,TOT,MLN_PER,A,1993,38.221,
POL,POP,TOT,MLN_PER,A,1994,38.252,
POL,POP,TOT,MLN_PER,A,1995,38.2745,
POL,POP,TOT,MLN_PER,A,1996,38.289,
POL,POP,TOT,MLN_PER,A,1997,38.292,
POL,POP,TOT,MLN_PER,A,1998,38.2835,
POL,POP,TOT,MLN_PER,A,1999,38.27,
POL,POP,TOT,MLN_PER,A,2000,38.258478,
POL,POP,TOT,MLN_PER,A,2001,38.248076,
POL,POP,TOT,MLN_PER,A,2002,38.232301,
POL,POP,TOT,MLN_PER,A,2003,38.195177,
POL,POP,TOT,MLN_PER,A,2004,38.180249,
POL,POP,TOT,MLN_PER,A,2005,38.161313,
POL,POP,TOT,MLN_PER,A,2006,38.132277,
POL,POP,TOT,MLN_PER,A,2007,38.115967,
POL,POP,TOT,MLN_PER,A,2008,38.115909,
POL,POP,TOT,MLN_PER,A,2009,38.153389,
POL,POP,TOT,MLN_PER,A,2010,38.516689,
POL,POP,TOT,MLN_PER,A,2011,38.52567,
POL,POP,TOT,MLN_PER,A,2012,38.533789,
POL,POP,TOT,MLN_PER,A,2013,38.502396,
POL,POP,TOT,MLN_PER,A,2014,38.483957,
POL,POP,TOT,MLN_PER,A,2015,38.454576,
POL,POP,TOT,MLN_PER,A,2016,38.426809,
POL,POP,TOT,MLN_PER,A,2017,38.422346,
POL,POP,TOT,MLN_PER,A,2018,38.413139,
PRT,POP,TOT,MLN_PER,A,1960,8.857716,
PRT,POP,TOT,MLN_PER,A,1961,8.929316,
PRT,POP,TOT,MLN_PER,A,1962,8.993985,
PRT,POP,TOT,MLN_PER,A,1963,9.030355,
PRT,POP,TOT,MLN_PER,A,1964,9.035365,
PRT,POP,TOT,MLN_PER,A,1965,8.998595,
PRT,POP,TOT,MLN_PER,A,1966,8.93099,
PRT,POP,TOT,MLN_PER,A,1967,8.87452,
PRT,POP,TOT,MLN_PER,A,1968,8.83665,
PRT,POP,TOT,MLN_PER,A,1969,8.757705,
PRT,POP,TOT,MLN_PER,A,1970,8.680431,
PRT,POP,TOT,MLN_PER,A,1971,8.643755,
PRT,POP,TOT,MLN_PER,A,1972,8.630431,
PRT,POP,TOT,MLN_PER,A,1973,8.633101,
PRT,POP,TOT,MLN_PER,A,1974,8.754363,
PRT,POP,TOT,MLN_PER,A,1975,9.093471,
PRT,POP,TOT,MLN_PER,A,1976,9.355812,
PRT,POP,TOT,MLN_PER,A,1977,9.455673,
PRT,POP,TOT,MLN_PER,A,1978,9.558248,
PRT,POP,TOT,MLN_PER,A,1979,9.661265,
PRT,POP,TOT,MLN_PER,A,1980,9.766275,
PRT,POP,TOT,MLN_PER,A,1981,9.851325,
PRT,POP,TOT,MLN_PER,A,1982,9.911771,
PRT,POP,TOT,MLN_PER,A,1983,9.957865,
PRT,POP,TOT,MLN_PER,A,1984,9.996232,
PRT,POP,TOT,MLN_PER,A,1985,10.023613,
PRT,POP,TOT,MLN_PER,A,1986,10.032734,
PRT,POP,TOT,MLN_PER,A,1987,10.030031,
PRT,POP,TOT,MLN_PER,A,1988,10.01961,
PRT,POP,TOT,MLN_PER,A,1989,10.005,
PRT,POP,TOT,MLN_PER,A,1990,9.983218,
PRT,POP,TOT,MLN_PER,A,1991,9.960235,
PRT,POP,TOT,MLN_PER,A,1992,9.952494,
PRT,POP,TOT,MLN_PER,A,1993,9.964675,
PRT,POP,TOT,MLN_PER,A,1994,9.991525,
PRT,POP,TOT,MLN_PER,A,1995,10.026176,
PRT,POP,TOT,MLN_PER,A,1996,10.063945,
PRT,POP,TOT,MLN_PER,A,1997,10.108977,
PRT,POP,TOT,MLN_PER,A,1998,10.160196,
PRT,POP,TOT,MLN_PER,A,1999,10.217828,
PRT,POP,TOT,MLN_PER,A,2000,10.289898,
PRT,POP,TOT,MLN_PER,A,2001,10.362722,
PRT,POP,TOT,MLN_PER,A,2002,10.419631,
PRT,POP,TOT,MLN_PER,A,2003,10.458821,
PRT,POP,TOT,MLN_PER,A,2004,10.483861,
PRT,POP,TOT,MLN_PER,A,2005,10.50333,
PRT,POP,TOT,MLN_PER,A,2006,10.522288,
PRT,POP,TOT,MLN_PER,A,2007,10.542964,
PRT,POP,TOT,MLN_PER,A,2008,10.558177,
PRT,POP,TOT,MLN_PER,A,2009,10.568247,
PRT,POP,TOT,MLN_PER,A,2010,10.5731,
PRT,POP,TOT,MLN_PER,A,2011,10.55756,
PRT,POP,TOT,MLN_PER,A,2012,10.514844,
PRT,POP,TOT,MLN_PER,A,2013,10.457295,
PRT,POP,TOT,MLN_PER,A,2014,10.401062,
PRT,POP,TOT,MLN_PER,A,2015,10.358076,
PRT,POP,TOT,MLN_PER,A,2016,10.325452,
PRT,POP,TOT,MLN_PER,A,2017,10.3003,
PRT,POP,TOT,MLN_PER,A,2018,10.283822,
SVK,POP,TOT,MLN_PER,A,1960,3.99427,
SVK,POP,TOT,MLN_PER,A,1961,4.191977,
SVK,POP,TOT,MLN_PER,A,1962,4.238056,
SVK,POP,TOT,MLN_PER,A,1963,4.282865,
SVK,POP,TOT,MLN_PER,A,1964,4.327949,
SVK,POP,TOT,MLN_PER,A,1965,4.373595,
SVK,POP,TOT,MLN_PER,A,1966,4.413853,
SVK,POP,TOT,MLN_PER,A,1967,4.45088,
SVK,POP,TOT,MLN_PER,A,1968,4.483656,
SVK,POP,TOT,MLN_PER,A,1969,4.518773,
SVK,POP,TOT,MLN_PER,A,1970,4.528459,
SVK,POP,TOT,MLN_PER,A,1971,4.559341,
SVK,POP,TOT,MLN_PER,A,1972,4.59633,
SVK,POP,TOT,MLN_PER,A,1973,4.640673,
SVK,POP,TOT,MLN_PER,A,1974,4.691014,
SVK,POP,TOT,MLN_PER,A,1975,4.739301,
SVK,POP,TOT,MLN_PER,A,1976,4.789452,
SVK,POP,TOT,MLN_PER,A,1977,4.840819,
SVK,POP,TOT,MLN_PER,A,1978,4.891673,
SVK,POP,TOT,MLN_PER,A,1979,4.940223,
SVK,POP,TOT,MLN_PER,A,1980,4.984331,
SVK,POP,TOT,MLN_PER,A,1981,5.017032,
SVK,POP,TOT,MLN_PER,A,1982,5.05477,
SVK,POP,TOT,MLN_PER,A,1983,5.091537,
SVK,POP,TOT,MLN_PER,A,1984,5.127719,
SVK,POP,TOT,MLN_PER,A,1985,5.161789,
SVK,POP,TOT,MLN_PER,A,1986,5.192789,
SVK,POP,TOT,MLN_PER,A,1987,5.223609,
SVK,POP,TOT,MLN_PER,A,1988,5.25112,
SVK,POP,TOT,MLN_PER,A,1989,5.276186,
SVK,POP,TOT,MLN_PER,A,1990,5.297774,
SVK,POP,TOT,MLN_PER,A,1991,5.283404,
SVK,POP,TOT,MLN_PER,A,1992,5.306539,
SVK,POP,TOT,MLN_PER,A,1993,5.324632,
SVK,POP,TOT,MLN_PER,A,1994,5.347413,
SVK,POP,TOT,MLN_PER,A,1995,5.363676,
SVK,POP,TOT,MLN_PER,A,1996,5.373793,
SVK,POP,TOT,MLN_PER,A,1997,5.383233,
SVK,POP,TOT,MLN_PER,A,1998,5.390866,
SVK,POP,TOT,MLN_PER,A,1999,5.395324,
SVK,POP,TOT,MLN_PER,A,2000,5.400679,
SVK,POP,TOT,MLN_PER,A,2001,5.37978,
SVK,POP,TOT,MLN_PER,A,2002,5.378809,
SVK,POP,TOT,MLN_PER,A,2003,5.37895,
SVK,POP,TOT,MLN_PER,A,2004,5.382574,
SVK,POP,TOT,MLN_PER,A,2005,5.387285,
SVK,POP,TOT,MLN_PER,A,2006,5.391184,
SVK,POP,TOT,MLN_PER,A,2007,5.397766,
SVK,POP,TOT,MLN_PER,A,2008,5.406972,
SVK,POP,TOT,MLN_PER,A,2009,5.418374,
SVK,POP,TOT,MLN_PER,A,2010,5.431024,
SVK,POP,TOT,MLN_PER,A,2011,5.398384,
SVK,POP,TOT,MLN_PER,A,2012,5.407579,
SVK,POP,TOT,MLN_PER,A,2013,5.413393,
SVK,POP,TOT,MLN_PER,A,2014,5.418649,
SVK,POP,TOT,MLN_PER,A,2015,5.423801,
SVK,POP,TOT,MLN_PER,A,2016,5.430798,
SVK,POP,TOT,MLN_PER,A,2017,5.439232,
SVK,POP,TOT,MLN_PER,A,2018,5.446771,
ESP,POP,TOT,MLN_PER,A,1960,30.489242,
ESP,POP,TOT,MLN_PER,A,1961,30.81757,
ESP,POP,TOT,MLN_PER,A,1962,31.023366,
ESP,POP,TOT,MLN_PER,A,1963,31.296651,
ESP,POP,TOT,MLN_PER,A,1964,31.609195,
ESP,POP,TOT,MLN_PER,A,1965,31.954292,
ESP,POP,TOT,MLN_PER,A,1966,32.283194,
ESP,POP,TOT,MLN_PER,A,1967,32.682947,
ESP,POP,TOT,MLN_PER,A,1968,33.113135,
ESP,POP,TOT,MLN_PER,A,1969,33.441054,
ESP,POP,TOT,MLN_PER,A,1970,33.752818,
ESP,POP,TOT,MLN_PER,A,1971,34.216274,
ESP,POP,TOT,MLN_PER,A,1972,34.571714,
ESP,POP,TOT,MLN_PER,A,1973,34.921497,
ESP,POP,TOT,MLN_PER,A,1974,35.287558,
ESP,POP,TOT,MLN_PER,A,1975,35.687714,
ESP,POP,TOT,MLN_PER,A,1976,36.118035,
ESP,POP,TOT,MLN_PER,A,1977,36.563834,
ESP,POP,TOT,MLN_PER,A,1978,36.971471,
ESP,POP,TOT,MLN_PER,A,1979,37.289006,
ESP,POP,TOT,MLN_PER,A,1980,37.526911,
ESP,POP,TOT,MLN_PER,A,1981,37.764458,
ESP,POP,TOT,MLN_PER,A,1982,37.987108,
ESP,POP,TOT,MLN_PER,A,1983,38.160263,
ESP,POP,TOT,MLN_PER,A,1984,38.325244,
ESP,POP,TOT,MLN_PER,A,1985,38.467025,
ESP,POP,TOT,MLN_PER,A,1986,38.571941,
ESP,POP,TOT,MLN_PER,A,1987,38.682322,
ESP,POP,TOT,MLN_PER,A,1988,38.764307,
ESP,POP,TOT,MLN_PER,A,1989,38.821377,
ESP,POP,TOT,MLN_PER,A,1990,38.860827,
ESP,POP,TOT,MLN_PER,A,1991,38.941622,
ESP,POP,TOT,MLN_PER,A,1992,39.14794,
ESP,POP,TOT,MLN_PER,A,1993,39.356082,
ESP,POP,TOT,MLN_PER,A,1994,39.547353,
ESP,POP,TOT,MLN_PER,A,1995,39.718895,
ESP,POP,TOT,MLN_PER,A,1996,39.884246,
ESP,POP,TOT,MLN_PER,A,1997,40.049974,
ESP,POP,TOT,MLN_PER,A,1998,40.214066,
ESP,POP,TOT,MLN_PER,A,1999,40.369667,
ESP,POP,TOT,MLN_PER,A,2000,40.554387,
ESP,POP,TOT,MLN_PER,A,2001,40.766049,
ESP,POP,TOT,MLN_PER,A,2002,41.42352,
ESP,POP,TOT,MLN_PER,A,2003,42.196231,
ESP,POP,TOT,MLN_PER,A,2004,42.859172,
ESP,POP,TOT,MLN_PER,A,2005,43.662613,
ESP,POP,TOT,MLN_PER,A,2006,44.360521,
ESP,POP,TOT,MLN_PER,A,2007,45.236004,
ESP,POP,TOT,MLN_PER,A,2008,45.983169,
ESP,POP,TOT,MLN_PER,A,2009,46.36755,
ESP,POP,TOT,MLN_PER,A,2010,46.562483,
ESP,POP,TOT,MLN_PER,A,2011,46.736257,
ESP,POP,TOT,MLN_PER,A,2012,46.766403,
ESP,POP,TOT,MLN_PER,A,2013,46.593236,
ESP,POP,TOT,MLN_PER,A,2014,46.455123,
ESP,POP,TOT,MLN_PER,A,2015,46.410149,
ESP,POP,TOT,MLN_PER,A,2016,46.449874,
ESP,POP,TOT,MLN_PER,A,2017,46.532869,
ESP,POP,TOT,MLN_PER,A,2018,46.733038,
SWE,POP,TOT,MLN_PER,A,1960,7.484655,
SWE,POP,TOT,MLN_PER,A,1961,7.519998,
SWE,POP,TOT,MLN_PER,A,1962,7.561582,
SWE,POP,TOT,MLN_PER,A,1963,7.604326,
SWE,POP,TOT,MLN_PER,A,1964,7.661351,
SWE,POP,TOT,MLN_PER,A,1965,7.733852,
SWE,POP,TOT,MLN_PER,A,1966,7.807795,
SWE,POP,TOT,MLN_PER,A,1967,7.867942,
SWE,POP,TOT,MLN_PER,A,1968,7.91198,
SWE,POP,TOT,MLN_PER,A,1969,7.967732,
SWE,POP,TOT,MLN_PER,A,1970,8.042706,
SWE,POP,TOT,MLN_PER,A,1971,8.098145,
SWE,POP,TOT,MLN_PER,A,1972,8.122154,
SWE,POP,TOT,MLN_PER,A,1973,8.136779,
SWE,POP,TOT,MLN_PER,A,1974,8.160562,
SWE,POP,TOT,MLN_PER,A,1975,8.192567,
SWE,POP,TOT,MLN_PER,A,1976,8.222309,
SWE,POP,TOT,MLN_PER,A,1977,8.251653,
SWE,POP,TOT,MLN_PER,A,1978,8.275775,
SWE,POP,TOT,MLN_PER,A,1979,8.293728,
SWE,POP,TOT,MLN_PER,A,1980,8.310477,
SWE,POP,TOT,MLN_PER,A,1981,8.320482,
SWE,POP,TOT,MLN_PER,A,1982,8.32526,
SWE,POP,TOT,MLN_PER,A,1983,8.329025,
SWE,POP,TOT,MLN_PER,A,1984,8.336595,
SWE,POP,TOT,MLN_PER,A,1985,8.350378,
SWE,POP,TOT,MLN_PER,A,1986,8.369824,
SWE,POP,TOT,MLN_PER,A,1987,8.397797,
SWE,POP,TOT,MLN_PER,A,1988,8.436483,
SWE,POP,TOT,MLN_PER,A,1989,8.492959,
SWE,POP,TOT,MLN_PER,A,1990,8.558834,
SWE,POP,TOT,MLN_PER,A,1991,8.617376,
SWE,POP,TOT,MLN_PER,A,1992,8.668065,
SWE,POP,TOT,MLN_PER,A,1993,8.718558,
SWE,POP,TOT,MLN_PER,A,1994,8.780741,
SWE,POP,TOT,MLN_PER,A,1995,8.826944,
SWE,POP,TOT,MLN_PER,A,1996,8.840999,
SWE,POP,TOT,MLN_PER,A,1997,8.846059,
SWE,POP,TOT,MLN_PER,A,1998,8.850975,
SWE,POP,TOT,MLN_PER,A,1999,8.857879,
SWE,POP,TOT,MLN_PER,A,2000,8.872112,
SWE,POP,TOT,MLN_PER,A,2001,8.895963,
SWE,POP,TOT,MLN_PER,A,2002,8.924959,
SWE,POP,TOT,MLN_PER,A,2003,8.958233,
SWE,POP,TOT,MLN_PER,A,2004,8.993533,
SWE,POP,TOT,MLN_PER,A,2005,9.029567,
SWE,POP,TOT,MLN_PER,A,2006,9.080506,
SWE,POP,TOT,MLN_PER,A,2007,9.148093,
SWE,POP,TOT,MLN_PER,A,2008,9.219639,
SWE,POP,TOT,MLN_PER,A,2009,9.29851,
SWE,POP,TOT,MLN_PER,A,2010,9.37813,
SWE,POP,TOT,MLN_PER,A,2011,9.449216,
SWE,POP,TOT,MLN_PER,A,2012,9.519378,
SWE,POP,TOT,MLN_PER,A,2013,9.600375,
SWE,POP,TOT,MLN_PER,A,2014,9.696105,
SWE,POP,TOT,MLN_PER,A,2015,9.799183,
SWE,POP,TOT,MLN_PER,A,2016,9.923085,
SWE,POP,TOT,MLN_PER,A,2017,10.057695,
SWE,POP,TOT,MLN_PER,A,2018,10.175214,
CHE,POP,TOT,MLN_PER,A,1960,5.327872,
CHE,POP,TOT,MLN_PER,A,1961,5.434294,
CHE,POP,TOT,MLN_PER,A,1962,5.573815,
CHE,POP,TOT,MLN_PER,A,1963,5.694247,
CHE,POP,TOT,MLN_PER,A,1964,5.789228,
CHE,POP,TOT,MLN_PER,A,1965,5.856472,
CHE,POP,TOT,MLN_PER,A,1966,5.918002,
CHE,POP,TOT,MLN_PER,A,1967,5.991785,
CHE,POP,TOT,MLN_PER,A,1968,6.067714,
CHE,POP,TOT,MLN_PER,A,1969,6.136387,
CHE,POP,TOT,MLN_PER,A,1970,6.180882,
CHE,POP,TOT,MLN_PER,A,1971,6.213405,
CHE,POP,TOT,MLN_PER,A,1972,6.260956,
CHE,POP,TOT,MLN_PER,A,1973,6.307348,
CHE,POP,TOT,MLN_PER,A,1974,6.341406,
CHE,POP,TOT,MLN_PER,A,1975,6.338632,
CHE,POP,TOT,MLN_PER,A,1976,6.302505,
CHE,POP,TOT,MLN_PER,A,1977,6.281175,
CHE,POP,TOT,MLN_PER,A,1978,6.281737,
CHE,POP,TOT,MLN_PER,A,1979,6.294364,
CHE,POP,TOT,MLN_PER,A,1980,6.319409,
CHE,POP,TOT,MLN_PER,A,1981,6.354073,
CHE,POP,TOT,MLN_PER,A,1982,6.391309,
CHE,POP,TOT,MLN_PER,A,1983,6.418774,
CHE,POP,TOT,MLN_PER,A,1984,6.441865,
CHE,POP,TOT,MLN_PER,A,1985,6.470366,
CHE,POP,TOT,MLN_PER,A,1986,6.504125,
CHE,POP,TOT,MLN_PER,A,1987,6.545107,
CHE,POP,TOT,MLN_PER,A,1988,6.593387,
CHE,POP,TOT,MLN_PER,A,1989,6.646912,
CHE,POP,TOT,MLN_PER,A,1990,6.712273,
CHE,POP,TOT,MLN_PER,A,1991,6.799979,
CHE,POP,TOT,MLN_PER,A,1992,6.875364,
CHE,POP,TOT,MLN_PER,A,1993,6.938265,
CHE,POP,TOT,MLN_PER,A,1994,6.993795,
CHE,POP,TOT,MLN_PER,A,1995,7.040687,
CHE,POP,TOT,MLN_PER,A,1996,7.071851,
CHE,POP,TOT,MLN_PER,A,1997,7.088906,
CHE,POP,TOT,MLN_PER,A,1998,7.110002,
CHE,POP,TOT,MLN_PER,A,1999,7.143991,
CHE,POP,TOT,MLN_PER,A,2000,7.18425,
CHE,POP,TOT,MLN_PER,A,2001,7.226647,
CHE,POP,TOT,MLN_PER,A,2002,7.284754,
CHE,POP,TOT,MLN_PER,A,2003,7.339002,
CHE,POP,TOT,MLN_PER,A,2004,7.389626,
CHE,POP,TOT,MLN_PER,A,2005,7.437116,
CHE,POP,TOT,MLN_PER,A,2006,7.483935,
CHE,POP,TOT,MLN_PER,A,2007,7.551117,
CHE,POP,TOT,MLN_PER,A,2008,7.647676,
CHE,POP,TOT,MLN_PER,A,2009,7.743832,
CHE,POP,TOT,MLN_PER,A,2010,7.82491,
CHE,POP,TOT,MLN_PER,A,2011,7.912396,
CHE,POP,TOT,MLN_PER,A,2012,7.996861,
CHE,POP,TOT,MLN_PER,A,2013,8.089346,
CHE,POP,TOT,MLN_PER,A,2014,8.188646,
CHE,POP,TOT,MLN_PER,A,2015,8.282398,
CHE,POP,TOT,MLN_PER,A,2016,8.373334,
CHE,POP,TOT,MLN_PER,A,2017,8.451834,
CHE,POP,TOT,MLN_PER,A,2018,8.513227,
TUR,POP,TOT,MLN_PER,A,1960,27.506,
TUR,POP,TOT,MLN_PER,A,1961,28.227,
TUR,POP,TOT,MLN_PER,A,1962,28.931,
TUR,POP,TOT,MLN_PER,A,1963,29.652,
TUR,POP,TOT,MLN_PER,A,1964,30.391,
TUR,POP,TOT,MLN_PER,A,1965,31.149,
TUR,POP,TOT,MLN_PER,A,1966,31.936,
TUR,POP,TOT,MLN_PER,A,1967,32.75,
TUR,POP,TOT,MLN_PER,A,1968,33.586,
TUR,POP,TOT,MLN_PER,A,1969,34.443,
TUR,POP,TOT,MLN_PER,A,1970,35.321,
TUR,POP,TOT,MLN_PER,A,1971,36.215,
TUR,POP,TOT,MLN_PER,A,1972,37.133,
TUR,POP,TOT,MLN_PER,A,1973,38.073,
TUR,POP,TOT,MLN_PER,A,1974,39.037,
TUR,POP,TOT,MLN_PER,A,1975,40.026,
TUR,POP,TOT,MLN_PER,A,1976,40.916,
TUR,POP,TOT,MLN_PER,A,1977,41.769,
TUR,POP,TOT,MLN_PER,A,1978,42.641,
TUR,POP,TOT,MLN_PER,A,1979,43.531,
TUR,POP,TOT,MLN_PER,A,1980,44.439,
TUR,POP,TOT,MLN_PER,A,1981,45.54,
TUR,POP,TOT,MLN_PER,A,1982,46.688,
TUR,POP,TOT,MLN_PER,A,1983,47.864,
TUR,POP,TOT,MLN_PER,A,1984,49.07,
TUR,POP,TOT,MLN_PER,A,1985,50.307,
TUR,POP,TOT,MLN_PER,A,1986,51.48,
TUR,POP,TOT,MLN_PER,A,1987,52.37,
TUR,POP,TOT,MLN_PER,A,1988,53.268,
TUR,POP,TOT,MLN_PER,A,1989,54.192,
TUR,POP,TOT,MLN_PER,A,1990,55.12,
TUR,POP,TOT,MLN_PER,A,1991,56.055,
TUR,POP,TOT,MLN_PER,A,1992,56.986,
TUR,POP,TOT,MLN_PER,A,1993,57.913,
